org_name	org_url
Spiritual Assembly Of The Bahais Of Kent County	/org/spiritual-assembly-of-the-bahais-of-kent-county
West Center City Adult Center Inc	/org/west-center-city-adult-center-inc
Public Assistance Taskforce	/org/public-assistance-taskforce
Irish Society Of Delmarva Inc	/org/irish-society-of-delmarva-inc
Zenobia A James Company, Inc.	/org/zenobia-a-james-company-inc
Delaware Recreation And Parks Society	/org/delaware-recreation-and-parks-society
Vocational Technical Educational Foundation Of Delaware	/org/vocational-technical-educational-foundation-of-delaware
The Lighthouse Inc	/org/the-lighthouse-inc
Boris Lurie Art Foundation	/org/boris-lurie-art-foundation
Global Health Investment Corporation	/org/global-health-investment-corporation
